stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\lcf66\Documents\GitHub\game\I2P1_Final_project-master\Code\allegro5.cfg r
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56199] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56201] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56238] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56278] converting display bitmap 00000000027d2e60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56282] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56285] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56286] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56321] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56361] converting display bitmap 00000000027d2cb0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56366] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56369] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56371] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56408] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56445] converting display bitmap 00000000027d2b00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56449] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56452] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56454] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56539] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56579] converting display bitmap 00000000027d2950 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56583] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56586] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56588] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56627] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56665] converting display bitmap 00000000027c37f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56669] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56672] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56674] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56712] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56751] converting display bitmap 00000000027d2240 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56755] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56758] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56760] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56796] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56836] converting display bitmap 00000000027c3640 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56841] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56844] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56845] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.57040] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.57128] converting display bitmap 0000000002738310 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.57135] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.57140] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.57142] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.57206] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.57253] converting display bitmap 0000000017edf560 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.57257] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.57260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.57262] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.57305] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.57344] converting display bitmap 0000000002738160 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.57348] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.57351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.57352] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.57400] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.57443] converting display bitmap 0000000002737fb0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.57448] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.57452] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.57454] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.57491] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.57530] converting display bitmap 0000000002737e00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.57534] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.57537] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.57539] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.57577] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.57618] converting display bitmap 0000000002762690 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.57623] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.57626] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.57628] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.57701] removed dtor for bitmap 00000000027362d0
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  22.57764] waiting for display 0000000000f4b3a0's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  22.59888] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  22.59897] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  22.63043] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63191] removed dtor for bitmap 00000000027c3640
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63238] removed dtor for bitmap 00000000027d2240
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63279] removed dtor for bitmap 0000000002736480
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63286] removed dtor for ttf_font 0000000002733cc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63329] removed dtor for sample_instance 000000000275f2c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63334] removed dtor for bitmap 00000000027358b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63339] removed dtor for bitmap 0000000002735a60
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63342] removed dtor for bitmap 0000000002735c10
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63345] removed dtor for sample_instance 000000000275f1a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63348] removed dtor for bitmap 00000000027c37f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63351] removed dtor for bitmap 00000000027d2950
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63354] removed dtor for bitmap 00000000027d2b00
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63373] removed dtor for bitmap 00000000027d2cb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63377] removed dtor for bitmap 00000000027d2e60
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63379] removed dtor for bitmap 00000000027c3160
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63382] removed dtor for bitmap 00000000027c3310
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63385] removed dtor for bitmap 000000000272c820
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63388] removed dtor for bitmap 000000000272e7f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63390] removed dtor for bitmap 0000000002736630
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63393] removed dtor for bitmap 0000000002736120
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63396] removed dtor for sample_instance 000000000275f080
dtor     D               dtor.c:116  _al_run_destructors              [  22.63399] calling dtor for bitmap 0000000002738310, func 00007ffc0bc71bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63402] removed dtor for bitmap 0000000002738310
dtor     D               dtor.c:116  _al_run_destructors              [  22.63405] calling dtor for bitmap 0000000017edf560, func 00007ffc0bc71bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63407] removed dtor for bitmap 0000000017edf560
dtor     D               dtor.c:116  _al_run_destructors              [  22.63409] calling dtor for bitmap 0000000002738160, func 00007ffc0bc71bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63412] removed dtor for bitmap 0000000002738160
dtor     D               dtor.c:116  _al_run_destructors              [  22.63414] calling dtor for bitmap 0000000002737fb0, func 00007ffc0bc71bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63416] removed dtor for bitmap 0000000002737fb0
dtor     D               dtor.c:116  _al_run_destructors              [  22.63418] calling dtor for bitmap 0000000002737e00, func 00007ffc0bc71bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63420] removed dtor for bitmap 0000000002737e00
dtor     D               dtor.c:116  _al_run_destructors              [  22.63423] calling dtor for bitmap 0000000002762690, func 00007ffc0bc71bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63425] removed dtor for bitmap 0000000002762690
dtor     D               dtor.c:116  _al_run_destructors              [  22.63428] calling dtor for timer 0000000002745740, func 00007ffc0bcafb3b
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63430] removed dtor for timer 0000000002745740
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63433] removed dtor for sample_instance 0000000017edf1a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63435] removed dtor for sample_instance 00000000027c34d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63438] removed dtor for sample_instance 00000000027c3a40
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63440] removed dtor for sample_instance 0000000002738660
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63442] removed dtor for sample_instance 0000000002738780
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63445] removed dtor for sample_instance 00000000027388a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63447] removed dtor for sample_instance 00000000027389c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63449] removed dtor for sample_instance 0000000002738ae0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63452] removed dtor for sample_instance 000000000275e3d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63454] removed dtor for sample_instance 000000000275e4f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63456] removed dtor for sample_instance 000000000275e610
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63459] removed dtor for sample_instance 000000000275e730
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63463] removed dtor for sample_instance 000000000275ee40
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63470] removed dtor for sample_instance 000000000275ec00
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63472] removed dtor for sample_instance 000000000275eae0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63475] removed dtor for sample_instance 000000000275f620
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63477] removed dtor for sample_instance 000000000275ed20
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63479] removed dtor for sample_instance 000000000275f500
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63481] removed dtor for sample_instance 000000000275e8a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63484] removed dtor for sample_instance 000000000275ef60
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.63486] removed dtor for mixer 00000000027394f0
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [  22.63489] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [  22.63491] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [  22.64072] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [  22.64081] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  22.64084] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  22.64086] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [  22.64089] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.64093] removed dtor for voice 0000000002738c50
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  22.64095] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [  22.64098] Deallocated voice
dtor     D               dtor.c:116  _al_run_destructors              [  22.64101] calling dtor for sample 0000000002733cf0, func 00007ffc0bda1a1d
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.64104] removed dtor for sample 0000000002733cf0
dtor     D               dtor.c:116  _al_run_destructors              [  22.64133] calling dtor for sample 0000000002733690, func 00007ffc0bda1a1d
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.64137] removed dtor for sample 0000000002733690
dtor     D               dtor.c:116  _al_run_destructors              [  22.64140] calling dtor for sample 0000000002716590, func 00007ffc0bda1a1d
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.64143] removed dtor for sample 0000000002716590
dtor     D               dtor.c:116  _al_run_destructors              [  22.64163] calling dtor for sample_instance 00000000027c6020, func 00007ffc0bd9929b
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.64167] removed dtor for sample_instance 00000000027c6020
dtor     D               dtor.c:116  _al_run_destructors              [  22.64171] calling dtor for sample 0000000002716440, func 00007ffc0bda1a1d
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.64174] removed dtor for sample 0000000002716440
audio-dsound D           dsound.cpp:296  _dsound_close                    [  22.64176] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [  22.66881] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [  22.66892] DirectSound closed
